Distance_to_wall-180	Distance_to_copter-180	Distance_to_wall-135	Distance_to_copter-135	Distance_to_wall-90	Distance_to_copter-90	Distance_to_wall-45	Distance_to_copter-45	Distance_to_wall0	Distance_to_copter0	Distance_to_wall45	Distance_to_copter45	Distance_to_wall90	Distance_to_copter90	Distance_to_wall135	Distance_to_copter135	Class
2.874807	8	1.156522	8	8	0.8173273	8	2.068665	2.840016	1.05287	8	1.008779	8	0.837801	8	8	3
4.590341	8	4.699619	0.9964855	4.005181	2.061417	8	0.9500283	3.00966	8	8	8	5.772561	3.272572	8	8	3
1.153322	8	8	8	8	8	8	8	2.446677	1.240845	8	0.8667524	8	0.8173273	8	8	4
2.250829	1.05287	8	0.8667524	8	8	8	0.8128192	1.398441	8	8	1.004709	8	0.9372151	8	1.97504	3
5.153118	1.477409	4.168652	1.220133	2.674051	1.259369	8	8	2.446882	8	8	8	6.999694	4.530814	8	0.9500283	3
3.362031	8	3.508096	1.130736	8	1.458288	3.95376	2.574738	4.237969	1.477409	8	0.9964855	6.436961	4.110187	8	8	3
3.547386	1.00859	8	1.007608	1.054473	1.648963	8	8	2.24135	8	8	8	8	1.261152	8	2.582603	3
2.59693	8	8	8	2.005216	0.8366233	3.60625	1.97786	5.00307	1.092448	8	1.132944	7.743818	5.588737	8	8	3
4.033819	1.092448	2.578768	1.011508	8	0.93756	2.218884	8	3.566181	1.00859	8	1.215841	8	1.460834	8	8	3
2.725938	1.233678	8	8	8	8	8	8	0.8740618	8	8	8	8	1.648963	8	0.8098382	3
2.87238	8	1.168782	8	8	0.818674	8	2.065135	2.848692	1.0562	8	1.011508	8	0.8366233	8	8	3
4.591486	8	4.719294	1.000507	4.027004	2.061801	8	0.9489986	3.008515	8	8	8	5.749438	3.249446	8	8	3
1.15238	8	8	8	8	8	8	8	2.44762	1.233678	8	0.8685182	8	0.818674	8	8	4
2.254621	1.0562	8	0.8685182	8	8	8	0.8098382	1.402023	8	8	1.007608	8	0.93756	8	1.97786	3
5.148942	1.477488	4.179481	1.215841	2.696258	1.261152	8	8	2.451057	8	8	8	6.977867	4.508657	8	0.9489986	3
3.358337	8	3.527987	1.132944	8	1.460834	3.975069	2.582603	4.241663	1.477488	8	1.000507	6.413338	4.088497	8	8	3
3.560042	1.01401	8	1.010533	1.072683	1.653034	8	8	2.235225	8	8	8	8	1.263507	8	2.590155	3
2.592589	8	8	8	2.024401	0.8355185	3.621943	1.981846	5.007411	1.097201	8	1.134839	7.721596	5.569256	8	8	3
4.034542	1.097201	2.592896	1.013837	8	0.9378349	2.233913	8	3.565458	1.01401	8	1.212494	8	1.46306	8	8	3
2.717704	1.226456	8	8	8	8	8	8	0.8822962	8	8	8	8	1.653034	8	0.8061913	3
2.869567	8	1.18146	8	8	0.820381	8	2.062115	2.858087	1.060927	8	1.013837	8	0.8355185	8	8	3
4.591825	8	4.73896	1.00343	4.049556	2.062639	8	0.9479769	3.008175	8	8	8	5.725808	3.225816	8	8	3
1.151745	8	8	8	8	8	8	8	2.448255	1.226456	8	0.8706518	8	0.820381	8	8	3
2.259549	1.060927	8	0.8706518	8	8	8	0.8061913	1.405057	8	8	1.010533	8	0.9378349	8	1.981846	3
5.144775	1.476627	4.190977	1.212494	2.719328	1.263507	8	8	2.455225	8	8	8	6.955153	4.485619	8	0.9479769	3
3.35536	8	3.548227	1.134839	8	1.46306	3.995989	2.590155	4.24464	1.476627	8	1.00343	6.389713	4.066627	8	8	3
3.572711	1.01982	8	1.013669	1.091136	1.6568	8	8	2.22921	8	8	8	8	1.265916	8	2.597488	3
2.588675	8	8	8	2.043209	0.834504	3.637003	1.985667	5.011325	1.100827	8	1.137263	7.700005	5.550249	8	8	3
4.034629	1.100827	2.606484	1.015572	8	0.938625	2.249351	8	3.565371	1.01982	8	1.209569	8	1.465273	8	8	3
2.709187	1.218738	8	8	8	8	8	8	0.8908136	8	8	8	8	1.6568	8	0.8013465	3
2.867176	8	1.194289	8	8	0.8219774	8	2.057732	2.867024	1.065384	8	1.015572	8	0.834504	8	8	3
4.592439	8	4.758424	1.006121	4.071587	2.063455	8	0.9462582	3.007561	8	8	8	5.702653	3.20266	8	8	3
1.150982	8	8	8	8	8	8	8	2.449018	1.218738	8	0.8730886	8	0.8219774	8	8	3
2.264741	1.065384	8	0.8730886	8	8	8	0.8013465	1.408093	8	8	1.013669	8	0.938625	8	1.985667	3
5.140279	1.475239	4.202338	1.209569	2.742507	1.265916	8	8	2.459721	8	8	8	6.932402	4.46251	8	0.9462582	3
3.352624	8	3.568683	1.137263	8	1.465273	4.016869	2.597488	4.247376	1.475239	8	1.006121	6.366003	4.044628	8	8	3
3.584749	1.025808	8	1.015642	1.109464	1.658879	8	8	2.223796	8	8	8	8	1.268773	8	2.604476	3
2.584641	8	8	8	2.062643	0.8337786	3.652587	1.990638	5.015359	1.104163	8	1.139383	7.677762	5.53069	8	8	3
4.034159	1.104163	2.619849	1.016507	8	0.9399636	2.265417	8	3.565841	1.025808	8	1.206723	8	1.466955	8	8	3
2.701832	1.211752	8	8	8	8	8	8	0.8981676	8	8	8	8	1.658879	8	0.7958542	3
2.865017	8	1.207843	8	8	0.8240533	8	2.053813	2.876018	1.070454	8	1.016507	8	0.8337786	8	8	3
4.593511	8	4.77756	1.008497	4.092786	2.063607	8	0.943624	3.006489	8	8	8	5.680243	3.180248	8	8	3
1.150377	8	8	8	8	8	8	8	2.449623	1.211752	8	0.875879	8	0.8240533	8	8	3
2.270726	1.070454	8	0.875879	8	8	8	0.7958542	1.41075	8	8	1.015642	8	0.9399636	8	1.990638	3
5.135549	1.473226	4.213595	1.206723	2.765709	1.268773	8	8	2.464451	8	8	8	6.909682	4.439405	8	0.943624	3
3.350315	8	3.589344	1.139383	8	1.466955	4.037523	2.604476	4.249685	1.473226	8	1.008497	6.342306	4.02254	8	8	3
3.596769	1.030731	8	1.017195	1.128708	1.662221	8	8	2.218751	8	8	8	8	1.271647	8	2.61098	3
2.580667	8	8	8	2.081817	0.8326735	3.667991	1.994842	5.019333	1.107837	8	1.142224	7.655881	5.511472	8	8	3
4.034231	1.107837	2.633827	1.018409	8	0.9405905	2.281276	8	3.565769	1.030731	8	1.203654	8	1.46914	8	8	3
2.694718	1.205266	8	8	8	8	8	8	0.9052821	8	8	8	8	0.791871	8	2.050871	3
2.862372	8	1.221231	8	8	0.8256124	8	2.050871	2.885598	1.075783	8	1.018409	8	0.8326735	8	8	3
4.594652	8	4.79686	1.010716	4.114092	2.063661	8	0.9403079	3.005348	8	8	8	5.657715	3.157717	8	8	3
1.149865	8	8	8	8	8	8	8	2.450135	1.205266	8	0.8787975	8	0.8256124	8	8	3
2.27714	1.075783	8	0.8787975	8	0.791871	8	8	1.413783	8	8	1.017195	8	0.9405905	8	1.994842	3
5.130418	1.4707	4.225091	1.203654	2.789663	1.271647	8	8	2.469582	8	8	8	6.886283	4.415583	8	0.9403079	3
3.348077	8	3.610492	1.142224	8	1.46914	4.058548	2.61098	4.251923	1.4707	8	1.010716	6.318146	4.000006	8	8	3
3.609249	1.036152	8	1.018932	1.147152	1.664042	8	8	2.213055	8	8	8	8	1.274685	8	2.617919	3
2.576712	8	8	8	2.100572	0.8320132	3.683161	1.999011	5.023288	1.111676	8	1.145444	7.63451	5.492748	8	8	3
4.03443	1.111676	2.647568	1.020039	8	0.9408388	2.296639	8	3.565571	1.036152	8	1.20064	8	1.471573	8	8	3
2.688839	1.200225	8	8	8	8	8	8	0.9111608	8	8	8	8	0.7873716	8	2.047404	3
2.860267	8	1.234709	8	8	0.825366	8	2.047404	2.894552	1.080551	8	1.020039	8	0.8320132	8	8	3
4.595619	8	4.816703	1.012875	4.136168	2.065071	8	0.9384754	3.004381	8	8	8	5.634449	3.13445	8	8	3
1.149114	8	8	8	8	8	8	8	2.450886	1.200225	8	0.8814281	8	0.825366	8	8	3
2.283813	1.080551	8	0.8814281	8	0.7873716	8	8	1.41691	8	8	1.018932	8	0.9408388	8	1.999011	3
5.125455	1.468012	4.236345	1.20064	2.812891	1.274685	8	8	2.474545	8	8	8	6.86359	4.392482	8	0.9384754	3
3.3463	8	3.631565	1.145444	8	1.471573	4.079075	2.617919	4.253699	1.468012	8	1.012875	6.294312	3.977672	8	8	3
3.622147	1.041632	8	1.020319	1.165	1.6653	8	8	2.206802	8	8	8	8	1.278257	8	2.626787	3
2.572515	8	8	8	2.119798	0.8314102	3.69889	2.003416	5.027485	1.116513	8	1.148434	7.612608	5.47363	8	8	3
4.035104	1.116513	2.661395	1.021733	8	0.9398386	2.311325	8	3.564896	1.041632	8	1.197615	8	1.475729	8	8	3
2.683198	1.196036	8	8	8	8	8	8	0.9168017	8	8	8	8	0.783301	8	2.044513	3
2.857834	8	1.248485	8	8	0.8254343	8	2.044513	2.904099	1.085714	8	1.021733	8	0.8314102	8	8	3
4.596828	8	4.837123	1.016008	4.158667	2.067516	8	0.9371856	3.003172	8	8	8	5.610685	3.110685	8	8	3
1.147664	8	8	8	8	8	8	8	2.452336	1.196036	8	0.8850733	8	0.8254343	8	8	3
2.290923	1.085714	8	0.8850733	8	0.783301	8	8	1.42037	8	8	1.020319	8	0.9398386	8	2.003416	3
5.120464	1.466459	4.247549	1.197615	2.835948	1.278257	8	8	2.479536	8	8	8	6.84108	4.36956	8	0.9371856	3
3.343579	8	3.652905	1.148434	8	1.475729	4.100727	2.626787	4.256421	1.466459	8	1.016008	6.26981	3.954985	8	8	3
3.635331	1.046585	8	1.022457	1.182911	1.666546	8	8	2.200334	8	8	8	8	1.281663	8	2.63595	3
2.569097	8	8	8	2.139009	0.8304479	3.713845	2.006596	5.030903	1.121262	8	1.151523	7.591052	5.454588	8	8	3
4.036611	1.121262	2.676076	1.024272	8	0.9388102	2.325654	8	3.56339	1.046585	8	1.194914	7.991856	1.480228	8	8	3
2.677879	1.192329	8	8	8	8	8	8	0.922121	8	8	8	8	0.7795514	8	2.041688	3
2.855443	8	1.262422	8	8	0.8260101	8	2.041688	2.9137	1.09017	8	1.024272	8	0.8304479	8	8	3
4.597152	8	4.856744	1.018072	4.181033	2.069	8	0.936475	3.002849	8	8	8	5.587328	3.087328	8	8	3
1.145794	8	8	8	8	8	8	8	2.454206	1.192329	8	0.8888999	8	0.8260101	8	8	3
2.297562	1.09017	8	0.8888999	8	0.7795514	8	8	1.424777	8	8	1.022457	8	0.9388102	8	2.006596	3
5.116961	1.466393	4.259949	1.194914	2.858669	1.281663	8	8	2.483039	8	8	8	6.818572	4.346806	8	0.936475	3
3.340858	8	3.674483	1.151523	8	1.480228	4.122587	2.63595	4.259142	1.466393	8	1.018072	6.245092	3.932115	8	8	3
3.649212	1.052217	8	1.024942	1.200777	1.667903	8	8	2.193218	8	8	8	8	1.284473	8	2.645463	3
2.56563	8	8	8	2.158569	0.8300779	3.729097	2.01055	5.034369	1.126128	8	1.155241	7.569157	5.435266	8	8	3
4.038291	1.126128	2.691434	1.026727	8	0.9387836	2.340485	8	3.561709	1.052217	8	1.191382	7.969578	1.484403	8	8	3
2.673272	1.188876	8	8	8	8	8	8	0.9267279	8	8	8	8	0.775736	8	2.038773	3
2.853862	8	1.277117	8	8	0.8265963	8	2.038773	2.922655	1.094348	8	1.026727	8	0.8300779	8	8	3
4.59662	8	4.876401	1.018695	4.204191	2.070105	8	0.9374157	3.003381	8	8	8	5.563401	3.063401	8	8	3
1.144333	8	8	8	8	8	8	8	2.455667	1.188876	8	0.8927137	8	0.8265963	8	8	3
2.304771	1.094348	8	0.8927137	8	0.775736	8	8	1.428997	8	8	1.024942	8	0.9387836	8	2.01055	3
5.113897	1.466418	4.272307	1.191382	2.880642	1.284473	8	8	2.486103	8	8	8	6.796732	4.324761	8	0.9374157	3
3.338895	8	3.696951	1.155241	8	1.484403	4.144545	2.645463	4.261106	1.466418	8	1.018695	6.219773	3.908469	8	8	3
3.663377	1.058626	8	1.028276	1.21919	1.669241	8	8	2.186053	8	8	8	8	1.286931	8	2.654067	3
2.563026	8	8	8	2.178984	0.829441	3.744028	2.014512	5.036974	1.129434	8	1.157541	7.546701	5.415136	8	8	3
4.039168	1.129434	2.70651	1.027845	8	0.9397602	2.356258	8	3.560832	1.058626	8	1.189341	7.946914	1.487236	8	8	3
2.669229	1.185587	8	8	8	8	8	8	0.9307711	8	8	8	8	0.7714062	8	2.036135	3
2.852838	8	1.29295	8	8	0.8272402	8	2.036135	2.931485	1.098221	8	1.027845	8	0.829441	8	8	3
4.595249	8	4.895484	1.01866	4.227411	2.070653	8	0.9388061	3.004751	8	8	8	5.539655	3.039657	8	8	3
1.14336	8	8	8	8	8	8	8	2.45664	1.185587	8	0.8952566	8	0.8272402	8	8	3
2.311795	1.098221	8	0.8952566	8	0.7714062	8	8	1.433592	8	8	1.028276	8	0.9397602	8	2.014512	3
5.112314	1.467396	4.286043	1.189341	2.902591	1.286931	8	8	2.487686	8	8	8	6.774582	4.30257	8	0.9388061	3
3.337095	8	3.718898	1.157541	8	1.487236	4.16589	2.654067	4.262905	1.467396	8	1.01866	6.195128	3.88544	8	8	3
3.67804	1.065237	8	1.031845	1.238138	1.67166	8	8	2.17863	8	8	8	8	1.289406	8	2.661671	3
2.560537	8	8	8	2.199662	0.8289088	3.75905	2.018739	5.039463	1.13249	8	1.15909	7.524047	5.394798	8	8	3
4.039655	1.13249	2.720923	1.027795	8	0.9401134	2.371877	8	3.560345	1.065237	8	1.188969	7.92497	1.489733	8	8	3
2.664812	1.181034	8	8	8	8	8	8	0.9351884	8	8	8	8	0.7672036	8	2.03324	3
2.852236	8	1.309398	8	8	0.8281647	8	2.03324	2.940126	1.102044	8	1.027795	8	0.8289088	8	8	3
4.593333	8	4.914231	1.018168	4.250696	2.07178	8	0.9400671	3.006667	8	8	8	5.516001	3.016006	8	8	3
1.14343	8	8	8	8	8	8	8	2.45657	1.181034	8	0.8971817	8	0.8281647	8	8	3
2.319309	1.102044	8	0.8971817	8	0.7672036	8	8	1.438182	8	8	1.031845	8	0.9401134	8	2.018739	3
5.11141	1.468282	4.300725	1.188969	2.924939	1.289406	8	8	2.48859	8	8	8	6.751871	4.279897	8	0.9400671	3
3.335632	8	3.740279	1.15909	8	1.489733	4.186427	2.661671	4.264368	1.468282	8	1.018168	6.171277	3.863087	8	8	3
3.692471	1.071519	8	1.035867	1.257057	1.6732	8	8	2.171461	8	8	8	8	1.292195	8	2.66921	3
2.558047	8	8	8	2.219729	0.8276044	3.773753	2.021868	5.041953	1.135515	8	1.161538	7.502076	5.375118	8	8	3
4.040203	1.135515	2.735268	1.027376	8	0.9400336	2.38731	8	3.559797	1.071519	8	1.188694	7.903348	1.492619	8	8	3
2.661613	1.177817	8	8	8	8	8	8	0.9383866	8	8	8	8	0.7635301	8	2.031082	3
2.851819	8	1.326281	8	8	0.8293788	8	2.031082	2.948806	1.104903	8	1.027376	8	0.8276044	8	8	3
4.591979	8	4.932674	1.017472	4.273088	2.072579	8	0.940245	3.008021	8	8	8	5.493122	2.99313	8	8	3
1.143198	8	8	8	8	8	8	8	2.456802	1.177817	8	0.8986831	8	0.8293788	8	8	3
2.326086	1.104903	8	0.8986831	8	0.7635301	8	8	1.443909	8	8	1.035867	8	0.9400336	8	2.021868	3
5.110281	1.468718	4.315356	1.188694	2.947411	1.292195	8	8	2.489719	8	8	8	6.729091	4.25713	8	0.940245	3
3.334457	8	3.761974	1.161538	8	1.492619	4.206993	2.66921	4.265543	1.468718	8	1.017472	6.147237	3.840485	8	8	3
3.7065	1.076396	8	1.040132	1.27669	1.675344	8	8	2.164984	8	8	8	8	1.293882	8	2.676687	3
2.556015	8	8	8	2.239991	0.8266536	3.788161	2.024158	5.043984	1.138705	8	1.164173	7.480087	5.355276	8	8	3
4.041326	1.138705	2.750014	1.026963	8	0.9395018	2.402302	8	3.558674	1.076396	8	1.188782	7.881917	1.496662	8	8	3
2.659418	1.175545	8	8	8	8	8	8	0.9405816	8	8	8	8	0.7612842	8	2.029548	3
2.852047	8	1.34357	8	8	0.8303549	8	2.029548	2.956934	1.106378	8	1.026963	8	0.8266536	8	8	3
4.590643	8	4.950616	1.016478	4.294852	2.072808	8	0.9406043	3.009357	8	8	8	5.470895	2.970906	8	8	3
1.143176	8	8	8	8	8	8	8	2.456824	1.175545	8	0.8995123	8	0.8303549	8	8	3
2.332368	1.106378	8	0.8995123	8	0.7612842	8	8	1.450584	8	8	1.040132	8	0.9395018	8	2.024158	3
5.110412	1.47099	4.330752	1.188782	2.969294	1.293882	8	8	2.489588	8	8	8	6.706637	4.234826	8	0.9406043	3
3.332943	8	3.784202	1.164173	8	1.496662	4.228354	2.676687	4.267057	1.47099	8	1.016478	6.122508	3.817344	8	8	3
3.721327	1.081765	8	1.046109	1.297161	1.678646	8	8	2.158086	8	8	8	8	1.294242	8	2.684286	3
2.55371	8	8	8	2.260333	0.8262588	3.802943	2.026491	5.04629	1.141776	8	1.166282	7.457958	5.335417	8	8	3
4.041882	1.141776	2.764098	1.026858	8	0.9388615	2.417407	8	3.558118	1.081765	8	1.189992	7.860969	1.501118	8	8	3
2.657791	1.174085	8	8	8	8	8	8	0.9422095	8	8	8	8	0.7594943	8	2.028965	3
2.851403	8	1.360009	8	8	0.8301816	8	2.028965	2.965818	1.107894	8	1.026858	8	0.8262588	8	8	3
4.589751	8	4.968603	1.016566	4.316243	2.07347	8	0.94129	3.010249	8	8	8	5.448938	2.948952	8	8	3
1.143227	8	8	8	8	8	8	8	2.456773	1.174085	8	0.8989879	8	0.8301816	8	8	3
2.337984	1.107894	8	0.8989879	8	0.7594943	8	8	1.458082	8	8	1.046109	8	0.9388615	8	2.026491	3
5.111539	1.475079	4.346667	1.189992	2.99059	1.294242	8	8	2.488461	8	8	8	6.684573	4.213022	8	0.94129	3
3.330594	8	8	1.166282	3.806004	1.501118	4.250092	2.684286	4.269406	1.475079	8	1.016566	6.097926	3.794615	8	8	3
3.736201	1.088539	8	1.05155	1.317026	1.681817	8	8	2.150961	8	8	8	8	1.294383	8	2.692275	3
2.551619	8	8	8	2.281574	0.8271405	3.818116	2.028507	5.048381	1.143938	8	1.167288	7.434989	5.314714	8	8	3
4.041711	1.143938	2.778267	1.026436	8	0.9382687	2.433703	8	3.558289	1.088539	8	1.191333	7.839182	1.504207	8	8	3
2.656347	1.172215	8	8	8	8	8	8	0.9436535	8	8	8	8	0.7591152	8	2.028214	3
2.851238	8	1.376626	8	8	0.8302914	8	2.028214	2.974247	1.108319	8	1.026436	8	0.8271405	8	8	3
4.588687	8	4.986249	1.016475	4.337365	2.073115	8	0.9428679	3.011312	8	8	8	5.427312	2.92733	8	8	3
1.143832	8	8	8	8	8	8	8	2.456167	1.172215	8	0.8986076	8	0.8302914	8	8	3
2.343799	1.108319	8	0.8986076	8	0.7591152	1.46635	8	3.338226	8	8	1.05155	8	0.9382687	8	2.028507	3
5.11385	1.480381	4.362995	1.191333	3.010937	1.294383	8	8	2.48615	8	8	8	6.663232	4.192071	8	0.9428679	3
3.328283	8	8	1.167288	3.827551	1.504207	4.271566	2.692275	4.271717	1.480381	8	1.016475	6.073672	3.772209	8	8	3
3.751395	1.094562	8	1.05718	1.337499	8	8	8	2.143797	8	8	8	8	1.293859	8	2.69995	3
2.548937	8	8	8	2.302305	0.8277258	3.833613	2.031553	5.051063	1.147171	8	1.169027	7.412402	5.294599	8	8	3
4.042042	1.147171	2.792613	1.025621	8	0.9378746	2.449414	8	3.557958	1.094562	8	1.192024	7.817835	1.507965	8	8	3
2.655221	1.170484	8	8	8	8	8	8	0.944779	8	8	1.685209	8	0.7578498	8	2.027298	3
2.851615	8	1.393908	8	8	0.8309222	8	2.027298	2.982392	1.109122	8	1.025621	8	0.8277258	8	8	3
4.588465	8	5.004372	1.01705	4.358264	2.073261	8	0.9441421	3.011535	8	8	8	5.405691	2.90571	8	8	3
1.144424	8	8	8	8	8	8	8	2.455579	1.170484	8	0.8987007	8	0.8309222	8	8	3
2.350245	1.109122	8	0.8987007	8	0.7578498	1.474054	8	3.337339	8	8	1.05718	8	0.9378746	8	2.031553	3
5.115534	1.485166	4.378708	1.192024	3.031144	1.293859	8	8	2.484466	8	8	8	6.642184	4.171346	8	0.9441421	3
3.326019	8	8	1.169027	3.849238	1.507965	4.293125	2.69995	4.273981	1.485166	8	1.01705	6.049321	3.749717	8	8	3
5.463822	1.101364	3.767313	1.062933	1.358524	8	8	8	2.136178	8	8	8	8	1.293787	8	2.707572	3
2.546812	8	8	8	2.322911	0.8275083	3.848529	2.03404	5.053188	1.149241	8	1.170959	7.390155	5.274619	8	8	3
4.041796	1.149241	2.806558	1.023825	8	0.9372249	2.465525	8	3.558204	1.101364	8	1.19324	7.796567	1.511677	8	8	3
2.654334	1.168863	8	8	8	8	8	8	0.9456661	8	8	1.68934	8	0.7569499	8	2.026718	3
2.852261	8	1.41182	8	8	0.8321904	8	2.026718	2.990592	1.11013	8	1.023825	8	0.8275083	8	8	3
4.58746	8	5.021791	1.016616	4.379019	2.073075	8	0.9443969	3.01254	8	8	8	5.384441	2.884464	8	8	3
1.145302	8	8	8	8	8	8	8	2.455022	1.168863	8	0.8994507	8	0.8321904	8	8	3
2.357402	1.11013	8	0.8994507	8	0.7569499	1.481729	8	3.335989	8	8	1.062933	8	0.9372249	8	2.03404	3
5.116495	1.488979	4.394472	1.19324	3.052263	1.293787	8	8	2.483505	8	8	8	6.620372	4.149782	8	0.9443969	3
3.323852	8	8	1.170959	3.871125	1.511677	4.31478	2.707572	4.276148	1.488979	8	1.016616	6.024827	3.727083	8	8	3
5.470468	1.10673	3.782139	1.067581	1.379143	8	8	8	2.129532	8	8	8	8	1.294566	8	2.71554	3
2.544192	8	8	8	2.342696	0.8268249	3.863467	2.035835	5.055808	1.152355	8	1.173946	7.368647	5.255526	8	8	3
4.042289	1.152355	2.821021	1.022189	8	0.9358618	2.481091	8	3.557711	1.10673	8	1.194242	7.775475	1.516286	8	8	3
2.653667	1.166969	8	8	8	8	8	8	0.9463332	8	8	1.692534	8	0.7567683	8	2.026094	3
2.853345	8	1.430144	8	8	0.8332911	2.998533	2.026094	4.746655	1.110245	8	1.022189	8	0.8268249	8	8	3
4.585703	8	5.039482	1.015971	4.400712	2.073476	8	0.9453329	3.014297	8	8	8	5.36243	2.862459	8	8	3
1.147159	8	8	8	8	8	8	8	2.454033	1.166969	8	0.8994237	8	0.8332911	8	8	3
2.364469	1.110245	8	0.8994237	8	0.7567683	1.490156	8	3.335016	8	8	1.067581	8	0.9358618	8	2.035835	3
5.117354	1.493011	4.410423	1.194242	3.073709	1.294566	8	8	2.482646	8	8	8	6.598256	4.127908	8	0.9453329	4
3.321376	8	8	1.173946	3.89327	1.516286	4.336943	2.71554	4.278624	1.493011	8	1.015971	5.999965	3.704216	8	8	3
5.476926	1.111514	3.797018	1.072472	1.400232	8	8	8	2.123074	8	8	8	8	1.294301	8	2.722785	3
2.542103	8	8	8	2.363046	0.8269297	3.878281	2.037249	5.057897	1.155337	8	1.176452	7.346739	5.235885	8	8	3
4.042955	1.155337	2.835402	1.020376	8	0.9338936	2.496299	8	3.557045	1.111514	8	1.195457	7.754806	1.521124	8	8	3
2.653936	1.165769	8	8	8	8	8	8	0.9460636	8	8	1.695524	8	0.7569922	8	2.025497	3
2.854825	8	1.448507	8	8	0.8342522	3.006084	2.025497	4.745175	1.109514	8	1.020376	8	0.8269297	8	8	3
4.58457	8	5.057064	1.015316	4.421705	2.073847	8	0.9462682	3.01543	8	8	8	5.340977	2.841012	8	8	3
1.14943	8	8	8	8	8	8	8	2.453145	1.165769	8	0.8993206	8	0.8342522	8	8	3
2.371457	1.109514	8	0.8993206	8	0.7569922	1.499161	8	3.334344	8	8	1.072472	8	0.9338936	8	2.037249	3
5.118841	1.497404	4.426492	1.195457	3.094494	1.294301	8	8	2.481159	8	8	8	6.576692	4.106657	8	0.9462682	4
3.319305	8	8	1.176452	3.915518	1.521124	4.358843	2.722785	4.280695	1.497404	8	1.015316	5.975186	3.681328	8	8	3
5.483105	1.115732	3.811705	1.076309	1.4214	8	8	8	2.116895	8	8	8	8	1.294141	8	2.728995	3
2.539506	8	8	8	2.38282	0.827137	3.893277	2.038773	5.060494	1.159051	8	1.17924	7.32531	5.216893	8	8	3
4.044152	1.159051	2.850628	1.01985	8	0.9319957	2.511663	8	3.555848	1.115732	8	1.195733	7.733574	1.524766	8	8	3
2.655046	1.166049	8	8	8	8	8	8	0.9449537	8	8	1.698026	8	0.7577517	8	2.025389	3
2.856005	8	1.466388	8	8	0.8338091	3.013847	2.025389	4.743995	1.109282	8	1.01985	8	0.827137	8	8	3
4.583931	8	5.074707	1.014856	4.442315	2.073399	8	0.9466144	3.016069	8	8	8	5.319793	2.819831	8	8	3
1.151659	8	8	8	8	8	8	8	2.452914	1.166049	8	0.8999455	8	0.8338091	8	8	3
2.379371	1.109282	8	0.8999455	8	0.7577517	1.508081	8	3.333049	8	8	1.076309	8	0.9319957	8	2.038773	3
5.12004	1.50079	4.442426	1.195733	3.115387	1.294141	8	8	2.479959	8	8	8	6.555089	4.085337	8	0.9466144	4
3.31775	8	8	1.17924	3.937302	1.524766	4.379877	2.728995	4.28225	1.50079	8	1.014856	5.951142	3.658997	8	8	3
5.489705	1.120672	3.826692	1.080629	1.442136	8	8	8	2.110295	8	8	8	8	1.29406	8	2.736926	3
2.537924	8	8	8	2.403681	0.8287075	3.908012	2.039496	5.062076	1.161799	8	1.180727	7.303077	5.196799	8	8	3
4.045094	1.161799	2.865607	1.018982	8	0.9295648	2.527122	8	3.554907	1.120672	8	1.195163	7.712538	1.529365	8	8	3
2.65596	1.166935	8	8	8	8	8	8	0.9440398	8	8	1.700317	8	0.7588511	8	2.024215	3
2.857691	8	1.48412	8	8	0.8319596	3.020983	2.024215	4.742309	1.107619	8	1.018982	8	0.8287075	8	8	3
4.583286	8	5.092814	1.015383	4.463431	2.073704	8	0.94767	3.016714	8	8	8	5.29809	2.798132	8	8	3
1.153568	8	8	8	8	8	8	8	2.453625	1.166935	8	0.9005811	8	0.8319596	8	8	3
2.386941	1.107619	8	0.9005811	8	0.7588511	1.517968	8	3.332394	8	8	1.080629	8	0.9295648	8	2.039496	3
5.120256	1.504652	4.457231	1.195163	3.135827	1.29406	8	8	2.479743	8	8	8	6.534163	4.064579	8	0.94767	4
3.315106	8	8	1.180727	3.959178	1.529365	4.401947	2.736926	4.284894	1.504652	8	1.015383	5.926602	3.636561	8	8	3
5.496273	1.126119	3.841492	1.084366	1.46237	8	8	8	2.103727	8	8	8	8	1.295358	8	2.745164	3
2.53588	8	8	8	2.424195	0.8304709	3.923028	2.040589	5.06412	1.164536	8	1.183148	7.281096	5.177125	8	8	3
4.045436	1.164536	2.879736	1.018181	8	0.9265982	2.542497	8	3.554564	1.126119	8	1.196083	7.692206	1.534497	8	8	3
2.657961	1.169694	8	8	8	8	8	8	0.9420394	8	8	1.70239	8	0.7609825	8	2.02463	3
2.858586	8	1.501032	8	8	0.8299004	3.028749	2.02463	4.741414	1.106787	8	1.018181	8	0.8304709	8	8	3
4.583234	8	5.110706	1.01562	4.483772	2.074323	8	0.9471458	3.016766	8	8	8	5.277036	2.777079	8	8	3
1.15513	8	8	8	8	8	8	8	2.455229	1.169694	8	0.902225	8	0.8299004	8	8	3
2.394978	1.106787	8	0.902225	8	0.7609825	1.527853	8	3.331446	8	8	1.084366	8	0.9265982	8	2.040589	3
5.120436	1.507889	4.472619	1.196083	3.157064	1.295358	8	8	2.479564	8	8	8	6.512437	4.043022	8	0.9471458	4
3.31292	8	8	1.183148	3.981531	1.534497	4.42405	2.745164	4.28708	1.507889	8	1.01562	5.90176	3.613719	8	8	3
5.503118	1.131222	3.856788	1.088489	1.483028	8	8	8	2.096882	8	8	8	8	1.296346	8	2.754263	3
